listing_id,update_time,listing_name,location_address,establish_year,legal_status,location_x,location_y,location_desc,season_month_start,season_month_end,season_month,season_month_1,season_month_2,season_month_3,season_month_4,season_month_5,season_month_6,season_month_7,season_month_8,season_month_9,season_month_10,season_month_11,season_month_12,products,products_1,products_2,products_3,products_5,products_6,products_8,products_9,products_10,products_11,products_12,products_13,products_14,products_15,products_16,products_17,products_18,products_19,products_21,products_22,products_23,products_25,products_26,products_27,products_28,products_29,products_30,products_888,products_otherdesc,productslocality_fruits,productslocality_vegetables,productslocality_bakedgoods,productslocality_canfood,productslocality_coffee,productslocality_flowers,productslocality_dairyproducts,productslocality_beans,productslocality_eggs,productslocality_seafood,productslocality_herbs,productslocality_grains,productslocality_greenproducts,productslocality_honey,productslocality_juices,productslocality_mapleproducts,productslocality_mushrooms,productslocality_nuts,productslocality_petfood,productslocality_meat,productslocality_redmeat,productslocality_soap,productslocality_tofu,productslocality_trees,productslocality_wildproducts,productslocality_wine,productslocality_other,service_procurement,service_procurement_1,service_procurement_2,service_procurement_888,service_procurement_other_desc,service_opservice,service_opservice_1,service_opservice_2,service_opservice_3,service_opservice_4,service_opservice_5,service_opservice_6,service_opservice_7,service_opservice_8,service_opservice_9,service_opservice_10,service_opservice_11,service_opservice_12,service_opservice_13,service_opservice_11_desc,service_opservice_12_desc,service_opservice_13_desc,service_producer,service_producer_1,service_producer_2,service_producer_3,service_producer_4,service_producer_5,service_producer_6,service_producer_7,service_producer_8,service_producer_9,service_producer_10,service_producer_11,service_producer_12,service_producer_10_desc,service_community,service_community_1,service_community_5,service_community_6,service_community_7,service_community_8,service_community_9,service_community_10,service_community_11,service_community_12,service_community_13,service_community_14,service_community_15,service_community_16,service_community_14_desc,specialproductionmethods,specialproductionmethods_1,specialproductionmethods_2,specialproductionmethods_3,specialproductionmethods_4,specialproductionmethods_5,specialproductionmethods_6,specialproductionmethods_7,specialproductionmethods_8,specialproductionmethods_9,specialproductionmethods_10,specialproductionmethods_11,specialproductionmethods_12,specialproductionmethods_13,specialproductionmethods_14,specialproductionmethods_15,specialproductionmethods_16,specialproductionmethods_888,specialproductionmethods_other_desc,specialproductionmethods_gap_certify_entity,saleschannel_wholesale,saleschannel_wholesale_1,saleschannel_wholesale_2,saleschannel_wholesale_3,saleschannel_wholesale_4,saleschannel_wholesale_5,saleschannel_wholesale_6,saleschannel_wholesale_7,saleschannel_wholesale_8,saleschannel_wholesale_9,saleschannel_wholesale_10,saleschannel_wholesale_11,saleschannel_wholesale_12,saleschannel_wholesale_13,saleschannel_wholesale_14,saleschannel_wholesale_15,saleschannel_wholesale_16,saleschannel_wholesale_17,saleschannel_wholesale_15_desc,saleschannel_wholesale_16_desc,saleschannel_wholesale_17_desc,saleschannel_retail,saleschannel_retail_1,saleschannel_retail_2,saleschannel_retail_3,saleschannel_retail_4,saleschannel_retail_5,saleschannel_retail_6,saleschannel_retail_7,saleschannel_retail_8,saleschannel_retail_9,saleschannel_retail_10,saleschannel_retail_8_desc,saleschannel_retail_9_desc,saleschannel_retail_10_desc,acceptedpayment,acceptedpayment_1,acceptedpayment_2,acceptedpayment_3,acceptedpayment_4,acceptedpayment_5,acceptedpayment_6,acceptedpayment_7,acceptedpayment_888,acceptedpayment_7_desc,acceptedpayment_other_desc,FNAP,FNAP_1,FNAP_2,FNAP_3,FNAP_888,FNAP_3_desc,FNAP_other_desc,webscripting
500065,9/8/2014 22:44,LINC Foods,"1234 E. Front Ave, Spokane, Washington 99202",2014,,-117.39125,47.6600366,Co-located with the 2nd Harvest Food Bank.,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,,,,,Exclusively local;,Exclusively local;,Exclusively local;,,,Exclusively local;,,Exclusively local;,,,,,,Exclusively local;,Exclusively local;,,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;Brokering;Packaging/Repackaging;Product storage;Cutting;,1,0,1,1,0,1,1,0,0,1,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Business management services/guidance;Food safety/GAP Training;Liability insurance;,1,1,0,0,1,0,1,1,0,0,0,0,,Community awareness programs;Food donations to local food pantries/banks;,0,0,0,0,0,0,0,0,1,1,0,0,0,,"Non-Certified, but Practicing Organic;No antibiotics;Grass Fed;Pasture-raised/free-range animals;",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,,Small independent grocery stores;Restaurants;Caterers/bakeries;Distributors;K-12 school food service;Colleges/Universities;Senior care facilities;,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,
500066,9/10/2014 17:27,Bring It Food Hub,"694 Madison Avenue, Memphis, Tennessee 38103",2013,,-90.037876,35.1413216,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Poultry/fowl meat and products;,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,,Exclusively local;,,,,,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,,,Exclusively local;,,,Exclusively local;,,,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,Marketing/promotional services;Transportation services;,1,0,0,0,0,0,0,0,1,0,0,0,,Community awareness programs;Food donations to local food pantries/banks;,0,0,0,0,0,0,0,0,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,Restaurants;,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,On-line store;CSA shares;,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,
500067,9/13/2014 9:36,small valley milling,"917 small valley road, Halifax, Pennsylvania 17032",2005,,-76.806746,40.496213,3 miles south of elizabethville on rte225 left on mountain house road to stop sign then right on small valley road  first place on the left,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Grains/flour;,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Exclusively non-local;,,,,,,,,,,,,,,,,Take ownership of the product;,1,0,0,,Production;Distribution;Brokering;Packaging/Repackaging;,0,1,1,1,0,1,0,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Production/post-harvest handling training;,1,1,0,1,0,0,0,0,0,0,0,0,,Education programs for institutions;Community awareness programs;,0,0,0,0,0,0,0,1,1,0,0,0,0,,"Organic (USDA Certified);Non-Certified, but Practicing Organic;Certified ""Naturally Grown"";Pasture-raised/free-range animals;",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Large supermarkets/supercenters;Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Food processors;",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,Buying clubs;On-line store;Food hub's own retail storefront;,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,
500068,9/18/2014 13:21,"American Mussel Harvesters, Inc.","165 Tidal Drive, North Kingstown, Rhode Island 02852",1986,S Corp;,-71.410561,41.6182,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fish/seafood;,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Exclusively non-local;,,,,,,,,,,,,,,,,,,Take ownership of the product;,1,0,0,,Distribution;Packaging/Repackaging;,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,HACCP;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,HACCP,,"Large supermarkets/supercenters;Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Colleges/Universities;",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,On-line store;Farmers markets;At our wholesale building;,0,1,0,0,1,0,0,1,0,0,At our wholesale building,,,,,,,,,,,,,,,0,0,0,0,,,
500069,9/27/2014 22:04,iskashitaa refugee network,", Tucson, Arizona 85719",2003,Non-Profit;,-110.9447,32.2546522,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Canned or preserved fruits/vegetables;Herbs;Juices/non-alcoholic ciders;Nuts;,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,Exclusively local;,,,Exclusively local;,,,,,,,Exclusively local;,,,,Exclusively local;,,,Exclusively local;,,,,,,,,,,we are a gleaning and harvesting network;,0,0,1,we are a gleaning and harvesting network,Distribution;Canning;,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,Transportation services;managing a cooperative table at farmers market for small producers;,0,0,0,0,0,0,0,0,1,1,0,0,managing a cooperative table at farmers market for small producers,Nutrition/cooking education;Transportation services for customers;Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,0,1,0,0,1,0,0,1,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Food hub's own retail storefront;Farmers markets;free distribution network;,0,0,1,0,1,0,0,1,0,0,free distribution network,,,,,,,,,,,,,,SNAP;,0,1,0,0,,,
500070,9/30/2014 19:48,Goodwin's Organic Foods & Drinks,"191 W. Big Spring Road, Riverside, California 92507",2008,C Corp;,-117.31541,33.9759616,Next to UCR,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;Wild harvested forest products;,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,we only offer Certified Organic products,Exclusively non-local;,Exclusively non-local;,Exclusively local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,,Exclusively non-local;,,,Take ownership of the product;,1,0,0,,Aggregation;Production;Distribution;Brokering;Shared use kitchen;Packaging/Repackaging;Product storage;,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,Branding/labeling products;Business management services/guidance;,0,1,0,0,1,0,0,0,0,0,0,0,,Paid employment opportunities for youth;Nutrition/cooking education;Meal preparation;Health screenings;Operating a mobile market;Subsidized farm shares;Education programs for institutions;Community awareness programs;,1,1,1,1,0,1,1,1,1,0,0,0,0,,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Food processors;Pre-K food service;K-12 school food service;Colleges/Universities;Hospitals;Senior care facilities;Government/corporate cafeterias;neighborhood communities;",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,neighborhood communities,,,Buying clubs;On-line store;Food hub's own retail storefront;CSA shares;Farmers markets;Mobile retail units/food trucks;Farm stands;colleges;,1,1,1,1,1,1,1,1,0,0,colleges,,,,,,,,,,,,,,,0,0,0,0,,,
500071,10/1/2014 19:29,Woodstock Sustainable Farms,"211 Pulpit Rock Road, woodstock, Connecticut 06281",2014,LLC;,-72.0023,41.9539731,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Poultry/fowl meat and products;Red/other non-poultry meat and products;,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,Exclusively non-local;,,Exclusively non-local;,,,,,Exclusively local;,,Exclusively non-local;,,,,,,,,,Exclusively local;,Exclusively local;,,,,,,,Take ownership of the product;,1,0,0,,Distribution;Product storage;Canning;Freezing;,0,0,1,0,0,0,1,1,1,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Production/post-harvest handling training;Business management services/guidance;Food safety/GAP Training;Transportation services;,1,1,0,1,1,0,1,0,1,0,0,0,,Paid employment opportunities for youth;Meal preparation;,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,"Small independent grocery stores;Corner stores, bodegas;Restaurants;",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Buying clubs;On-line store;CSA shares;Farmers markets;Farm stands;,1,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,
500072,10/3/2014 6:09,Homestead Market,"169 Halbert Ln, Waco, Texas 76705",2003,LLC;,-97.145487,31.6695965,"on Halbert Ln, just off FM 933 8 miles north of downtown Waco",2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,,,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,,,,,Take ownership of the product;Sell on a consignment basis;,1,1,0,,Production;Distribution;Packaging/Repackaging;Canning;Freezing;,0,1,1,0,0,1,0,1,1,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Demonstration/Incubator farm;,1,1,1,0,0,0,0,0,0,0,0,0,,Nutrition/cooking education;Meal preparation;,0,1,1,0,0,0,0,0,0,0,0,0,0,,"Non-Certified, but Practicing Organic;No antibiotics;Grass Fed;Pasture-raised/free-range animals;",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Food hub's own retail storefront;CSA shares;Farmers markets;Farm stands;,0,0,1,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,
500073,10/6/2014 16:13,4Rivers Fresh Foods,"315 Losher St.  Suite 100, Hernando, Mississippi 38632",2013,Non-Profit;,-89.994898,34.8222958,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Coffee/tea;Dairy products;Eggs;Herbs;Grains/flour;Honey;Mushrooms;,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,,Exclusively local;,,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,,,Exclusively local;,,,,,,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;Packaging/Repackaging;,1,0,1,0,0,1,0,0,0,0,0,0,0,,,,Marketing/promotional services;,1,0,0,0,0,0,0,0,0,0,0,0,,Nutrition/cooking education;,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,Restaurants;Food processors;Hospitals;,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,,,On-line store;Mobile retail units/food trucks;,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,SNAP;,0,1,0,0,,,
500074,10/17/2014 11:29,"Tri-State Local Foods, Inc dba The Wild Ramp","555 14th Street West, Huntington, West Virginia 25704",2012,Non-Profit;,-82.47921,38.4111411,Less than 1 mile from I-64; Exit West Huntington/Ironton,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,"Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;Broken Mug Coffee, Full Service Coffee Bar;",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,"Broken Mug Coffee, Full Service Coffee Bar",Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Both local and non-local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,Both local and non-local;,,,Exclusively local;,,Both local and non-local;,Sell on a consignment basis;,0,1,0,,Aggregation;Distribution;Product storage;,1,0,1,0,0,0,1,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Production/post-harvest handling training;Business management services/guidance;Paid consulting;Food safety/GAP Training;,1,1,0,1,1,1,1,0,0,0,0,0,,Nutrition/cooking education;Operating a mobile market;Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,0,1,0,0,0,1,0,1,1,1,0,0,0,,"Organic (USDA Certified);Non-Certified, but Practicing Organic;Certified ""Naturally Grown"";No antibiotics;No hormones;Integrated pest management;Grass Fed;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;",1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,,,Restaurants;Caterers/bakeries;K-12 school food service;Colleges/Universities;Senior care facilities;,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,,,,Food hub's own retail storefront;CSA shares;Mobile retail units/food trucks;,0,0,1,1,0,1,0,0,0,0,,,,,,,,,,,,,,,WIC;SNAP;,1,1,0,0,,,
500075,11/2/2014 8:42,Lucky Dog Local Food Hub,", Hamden, New York 13782",2012,,-74.994608,42.1911969,Located on Main Street/State Highway 10 in the middle of Hamden.,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Dairy products;Eggs;Herbs;Grains/flour;Maple products;Poultry/fowl meat and products;,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,,,,,Exclusively local;,,Exclusively local;,,Exclusively local;,Exclusively local;,,,,Exclusively local;,,,,Exclusively local;,,,,,,,,The Hub transports pre-sold products to buyers in NYC for a fee;,0,0,1,The Hub transports pre-sold products to buyers in NYC for a fee,Aggregation;Distribution;Brokering;Product storage;,1,0,1,1,0,0,1,0,0,0,0,0,0,,,,Marketing/promotional services;Production/post-harvest handling training;Business management services/guidance;Liability insurance;Transportation services;,1,0,0,1,1,0,0,1,1,0,0,0,,Paid employment opportunities for youth;,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,Small independent grocery stores;Food retail cooperatives;Restaurants;,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Buying clubs;Farmers markets;,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,WIC;SNAP;,1,1,0,0,,,
500076,11/5/2014 11:13,One Source Foods,"951 Peek Street, Conyers, Georgia 30012",2012,,-84.020026,33.669011,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Baked goods;Coffee/tea;Fish/seafood;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,Exclusively non-local;,,Exclusively non-local;,,,,,,,,,Exclusively local;,,,,,,Exclusively non-local;,Exclusively non-local;,,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;Packaging/Repackaging;Product storage;Freezing;,1,0,1,0,0,1,1,0,1,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Transportation services;,1,1,0,0,0,0,0,0,1,0,0,0,,Nutrition/cooking education;Operating a mobile market;Food donations to local food pantries/banks;Fundraising for community organizations;,0,1,0,0,0,1,0,0,0,1,1,0,0,Fundraising for community organizations,USDA approved;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,USDA approved,,"Large supermarkets/supercenters;Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Distributors;Food processors;Pre-K food service;Colleges/Universities;Senior care facilities;Food Banks;After School Feeding Centers;Non-profits;",1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,Food Banks,After School Feeding Centers,Non-profits,Buying clubs;On-line store;CSA shares;Mobile retail units/food trucks;,1,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,SNAP;,0,1,0,0,,,
500077,4/17/2015 12:43,POP Market,"105 Hood St, Suite 5, Durham, North Carolina 27704",2012,Non-Profit;,-78.893209,35.9901572,Near the intersection of Main Street and Fayetteville Road,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,,,,Exclusively local;,,Exclusively local;,,,Exclusively local;,Exclusively local;,,Exclusively local;,,,,,,,,,,,Sell on a consignment basis;,0,1,0,,Aggregation;Distribution;,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Food safety/GAP Training;Transportation services;,1,1,0,0,0,0,1,0,1,0,0,0,,Nutrition/cooking education;Community awareness programs;Food donations to local food pantries/banks;,0,1,0,0,0,0,0,0,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,"Corner stores, bodegas;Caterers/bakeries;Food processors;Pre-K food service;K-12 school food service;Senior care facilities;Food pantries;",0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,,Food pantries,,Buying clubs;On-line store;,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,
500078,11/19/2014 11:20,Royal Food Service,"3720 Zip Industrial Blvd SE, Atlanta, Georgia 30354",1994,S Corp;,-84.388453,33.6551509,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Dairy products;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,Both local and non-local;,Both local and non-local;,,,,,Exclusively non-local;,,Exclusively local;,,Exclusively non-local;,,,Exclusively local;,Exclusively non-local;,,Exclusively non-local;,Exclusively non-local;,,,,,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;Packaging/Repackaging;Cutting;,1,0,1,0,0,1,0,0,0,1,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Food safety/GAP Training;Transportation services;,1,1,0,0,0,0,1,0,1,0,0,0,,Education programs for institutions;Food donations to local food pantries/banks;,0,0,0,0,0,0,0,1,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,Large supermarkets/supercenters;Small independent grocery stores;Restaurants;Caterers/bakeries;Distributors;Food processors;Pre-K food service;K-12 school food service;Colleges/Universities;Hospitals;Senior care facilities;Government/corporate cafeterias;,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,Mobile retail units/food trucks;,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,
500079,12/19/2014 17:20,Moss Funnel Farms,"8424 West 47th Street, Lyons, Illinois 60534",2014,,-87.831335,41.807072,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,frozen blueberries;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,frozen blueberries,,,,,,,,,,,,,,,,,,,,,,,,,,,Exclusively non-local;,Take ownership of the product;,1,0,0,,Aggregation;Production;Distribution;Packaging/Repackaging;Product storage;,1,1,1,0,0,1,1,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Demonstration/Incubator farm;,1,1,1,0,0,0,0,0,0,0,0,0,,Subsidized farm shares;,0,0,0,0,0,0,1,0,0,0,0,0,0,,"Non-Certified, but Practicing Organic;",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Large supermarkets/supercenters;Small independent grocery stores;Food retail cooperatives;Restaurants;Distributors;K-12 school food service;Senior care facilities;Government/corporate cafeterias;,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,,,,On-line store;CSA shares;Farmers markets;Farm stands;,0,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,SNAP;,0,1,0,0,,,
