original_listing_id,original_update_time,original_listing_name,original_location_address,original_location_x,original_location_y,original_location_desc,original_location_site,original_location_site_otherdesc,original_location_indoor,original_specialproductionmethods,original_specialproductionmethods_1,original_specialproductionmethods_2,original_specialproductionmethods_3,original_specialproductionmethods_4,original_specialproductionmethods_5,original_specialproductionmethods_6,original_specialproductionmethods_7,original_specialproductionmethods_8,original_specialproductionmethods_9,original_specialproductionmethods_10,original_specialproductionmethods_11,original_specialproductionmethods_12,original_specialproductionmethods_13,original_specialproductionmethods_14,original_specialproductionmethods_888,original_specialproductionmethods_other_desc,original_acceptedpayment,original_acceptedpayment_1,original_acceptedpayment_2,original_acceptedpayment_3,original_acceptedpayment_4,original_acceptedpayment_5,original_acceptedpayment_6,original_acceptedpayment_7,original_acceptedpayment_888,original_FNAP,original_FNAP_1,original_FNAP_2,original_FNAP_3,original_FNAP_4,original_FNAP_5,original_FNAP_888,original_SNAP_option,original_SNAP_option_1,original_SNAP_option_2,distance,formatted,lat,lon,name,housenumber,street,district,suburb,postcode,city,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url
300020,9/16/2020 11:09,Texas Farmers' Market at Lakeline,"Lakeline Mall parking lot, behind Sears & Dillard's, Cedar Park, Texas 78613",-97.806683,30.469036,Located at the northwest corner of hwy.620 west and 183 north in the Lakeline Mall parking lot behind Sears and Dillard's.,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,0,0,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1,2.0817760051865646,"11200 Lakeline Mall Drive, Cedar Park, TX 78613, United States of America",30.47051295,-97.80697080824541,Lakeline Mall,11200,Lakeline Mall Drive,,,78613,Cedar Park,Williamson County,Texas,TX,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300024,1/26/2021 8:30,Forest farmers market,"15583 Forest Road, Forest, Virginia 24551",-79.285443,37.36437,Behind the Library.,Local government building grounds;,Forest Library parking lot.,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,79.81083778509576,"15583 Forest Road, Forest, VA 24551, United States of America",37.364999,-79.285008,,15583,Forest Road,,,24551,Forest,Bedford County,Virginia,VA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
300025,1/25/2021 19:35,Oneida Farmers Market,"N7332 Water Circle Place, Oneida, Wisconsin 54155",-88.202341,44.503625,Located 6 miles west of Green Bay on Hwy 54,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,1.9365270032313704,"Red Willow Parkway, Oneida, WI 54155, United States of America",44.50345,-88.202244,Red Willow Parkway,,Red Willow Parkway,,Oneida Business Park,54155,Oneida,Outagamie County,Wisconsin,WI,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300026,1/27/2021 15:28,North Myrtle Beach Farmers Market,"925 First Avenue South, North Myrtle Beach, South Carolina 29582",-78.683173,33.827655,Across from North Myrtle Beach Library Complex,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,1,0,0,Some/all market vendors will accept EBT through individual POS;,0,1,28.112259581244558,"915 1st Avenue South, North Myrtle Beach, SC 29582, United States of America",33.827562,-78.68289,,915,1st Avenue South,,,29582,North Myrtle Beach,Horry County,South Carolina,SC,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
300028,1/25/2021 16:53,ASU Regional Farmers' Market,"3300 Aggie Road, Jonesboro, Arkansas 72401",-90.667327,35.840771,On ASU Campus at the corner of Aggie Road and Red Wolf Blvd,Educational institution;,ASU Regional Farmers Market building,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,1,1,0,1,0,0,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1,18.348334887666603,"3304 Aggie Road, Jonesboro, AR 72405, United States of America",35.840665,-90.667171,,3304,Aggie Road,The Village Apartments,,72405,Jonesboro,Craighead County,Arkansas,AR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300030,1/4/2021 20:26,OHSU Farmers Market,"Mailcode L338, 3181 SW Sam Jackson Park Rd, Portland, Oregon 97239",-122.6877,45.499865,"Courtyard in front of the OHSU Auditorium & MacKenzie Hall, around the OHSU Fountain.",Healthcare institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,0,"Oregon Health & Science University, Ross Island Bridge, Portland, OR 97258, United States of America",45.4981929,-122.68649573676775,Oregon Health & Science University,,Ross Island Bridge,South Waterfront,South Portland,97258,Portland,Multnomah County,Oregon,OR,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300031,1/25/2021 22:00,Shelby County Farmers Market,"Hwys 44 and 59, Harlan, Iowa 51537",-95.338882,41.645926,"SE corner of Hwys 44 and 59, in old Shopko parking lot",,Parking lot,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,1,1,0,Some/all market vendors will accept EBT through individual POS;,0,1,22.572672383227616,"2007 Chatburn Avenue, Harlan, IA 51537, United States of America",41.646129,-95.33888268181818,,2007,Chatburn Avenue,,,51537,Harlan,Shelby County,Iowa,IA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300033,1/26/2021 10:47,Collinsville Farmers Market,"Main St. and Route 179, Collinsville, Connecticut 06019",-72.923264,41.810819,Town Hall Parking Lot,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,1,0,0,Some/all market vendors will accept EBT through individual POS;,0,1,37.605095408677506,"104 Main Street, Canton, CT 06019, United States of America",41.8107177,-72.9228311,,104,Main Street,Collinsville Historic District,,06019,Canton,Capitol Planning Region,Connecticut,CT,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300035,9/10/2020 16:22,Butte Farmers Market,"Uptown Butte, Butte, Montana 59701",-112.5364,46.01269,West Park Street between Park and Main and Dakota Street.,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,1,0,Some/all market vendors will accept EBT through individual POS;,0,1,19.245018728242563,"44 West Park Street, Butte, MT 59701, United States of America",46.012584,-112.536597,,44,West Park Street,,,59701,Butte,Silver Bow County,Montana,MT,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
300036,1/28/2021 15:54,Boulder Farmers and Artisan's Market,"304 N. Main Street, Boulder, Montana 59632",-112.11759,46.239153,Veteran's Park on HWY 69/Main Street next to City Hall,,Veteran's Park next to Boulder City Office,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,21.259015165377505,"118 Leslie Street, Boulder, MT 59632, United States of America",46.239343000000005,-112.11755925,,118,Leslie Street,,,59632,Boulder,Jefferson County,Montana,MT,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300037,1/27/2021 16:23,Benica Certified Farmers Market,"First Street between B & D Streets, Benicia, California 94510",-122.16118,38.046215,First Street Between B And D Streets,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;SNAP;Accept EBT at a central location;;,1,1,0,0,0,0,Accept EBT at a central location;,1,0,11.771767060786928,"242 1st Street, Benicia, CA 94510, United States of America",38.046181950000005,-122.16093290353581,,242,1st Street,,,94510,Benicia,Solano County,California,CA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300039,1/25/2021 11:50,Barnegat Farmers Market,"14 Birdsall St., Barnegat, New Jersey 08005",-74.221654,39.753903,The market is location across the street from Barnegat Station 11 Firehouse,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,SNAP;Some/all market vendors will accept EBT through individual POS;;,0,1,0,0,0,0,Some/all market vendors will accept EBT through individual POS;,0,1,40.64510840869361,"360 A North Main Street, Barnegat, NJ 08005, United States of America",39.753785,-74.222104,,360 A,North Main Street,Barnegat Township,,08005,Barnegat,Ocean County,New Jersey,NJ,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
300040,1/25/2021 16:10,Ithaca Farmers Market,"Center & Pine River Street, Ithaca, Michigan 48847",-84.598559,43.292319,Located under the pavilion,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,70.32999963700794,"699 East Center Street, Ithaca, MI 48847, United States of America",43.291733,-84.598886,,699,East Center Street,,,48847,Ithaca,Gratiot County,Michigan,MI,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300041,1/29/2021 12:33,Westside Community Market,"750 University Row, Madison, Wisconsin 53705",-89.470061,43.076159,"In the parking lots behind UW Health Digestive Health Center, accessible from University Avenue and Whitney Way.",Healthcare institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,24.615133356766872,"Westside Community Market, 750 University Row, Madison, WI 53705, United States of America",43.0760892,-89.4703486,Westside Community Market,750,University Row,University Crossing,West Side,53705,Madison,Dane County,Wisconsin,WI,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300043,1/28/2021 8:53,Red Oak Farmers Market,"307 East Reed Street, Red Oak, Iowa 51566",-95.228044,41.009641,NE corner of the city square (Fountain Square Park),Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;,1,0,0,1,1,0,,0,0,15.941809428842719,"518 North 4th Street, Red Oak, IA 51566, United States of America",41.009587,-95.227868,,518,North 4th Street,,,51566,Red Oak,Montgomery County,Iowa,IA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
300044,1/26/2021 13:00,Halifax Market Place & Farmers Market,"209 South Main Street, Halifax, Virginia 24558",-78.92836,36.76317,Halifax Farmers Market is located in Historic Downtown Halifax at the formers Farmers Food Grocery Store.,,Parking lot of former Farmers Food Grocery,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,0,1,0,0,1,0,Accept EBT at a central location;,1,0,7.041227952083502,"213 South Main Street, Halifax, VA 24558, United States of America",36.76318721133358,-78.92828393201665,,213,South Main Street,Riverview Heights,,24558,Halifax,Halifax County,Virginia,VA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300046,1/5/2021 16:03,Crystal Lake Farmers Market,"Depot Park, Woodstock & Williams Streets, Crystal Lake, Illinois 60014",-88.31701,42.243752,Next to downtown train depot,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;,1,0,0,1,0,0,,0,0,40.806680667815534,"Crystal Lake Metra Station, 70 East Woodstock Street, Crystal Lake, IL 60014, United States of America",42.2440794,-88.31723395,Crystal Lake Metra Station,70,East Woodstock Street,Algonquin Township,,60014,Crystal Lake,McHenry County,Illinois,IL,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300047,1/5/2021 17:58,Uptown Greenville Umbrella Market,"Fifth Street and Evans Street, Greenville, North Carolina 27858",-77.373338,35.611005,Five Points Plaza,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,0,"5 Points, West 5th Street, Greenville, NC 27834, United States of America",35.61061395,-77.37355660900994,5 Points,,West 5th Street,,Uptown District,27834,Greenville,Pitt County,North Carolina,NC,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300048,1/25/2021 16:00,Voorheesville Farmers Market,"68 Maple Ave., Voorheesville, New York 12186",-73.930027,42.649656,upper church parking lot (parking at rear of church off Severson Hill Rd.),Faith-based institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,SNAP;,0,0,0,0,0,0,,0,0,3.1039512532163562,"First United Methodist Church of Voorheesville, 68 Maple Avenue, New Scotland, NY 12186, United States of America",42.64946895,-73.92983459681233,First United Methodist Church of Voorheesville,68,Maple Avenue,New Scotland,,12186,Town of New Scotland,Albany County,New York,NY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300049,9/15/2020 16:42,Waukon Farmers Market,"850 Rossville Road, Waukon, Iowa 52172",-91.472878,43.260191,North parking lot,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,262.0032638782481,"210 7th Avenue SE, Waukon, IA, United States of America",43.262317,-91.471483,,210,7th Avenue SE,,,,Waukon,Allamakee County,Iowa,IA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
300050,1/27/2021 11:13,Utica Farmers Market,"Chancellor Park, Elizabeth St., Utica, New York 13501",-75.225983,43.096382,Chancellor Park is located on Elizabeth Street between Acadamy Street and Kent Street,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,22.13369567797539,"413 Rutger Street, Utica, NY 13501, United States of America",43.096184,-75.226011,,413,Rutger Street,Utica,,13501,Utica,Oneida County,New York,NY,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
300053,12/28/2020 18:10,Salamanca Farmers market,"768 Broad st, Salamanca, New York 14779",-78.741263,42.164734,In front of the Bingo hall parking lot,,Casino lawn,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,0,1,0,0,1,0,Accept EBT at a central location;,1,0,151.46689158645134,"849 West State Street, Salamanca, NY 14779, United States of America",42.165467,-78.742812,,849,West State Street,Salamanca,,14779,Salamanca,Cattaraugus County,New York,NY,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
